example,stiffness,friction,target_force,penetration,force,normal_kp,normal_kd,y_gain,target_scale
591,469.6879,0.5853,19.4951,0.03540,16.6114,141.7974,29.7734,5.9004,0.8942
592,823.5795,0.1426,16.6205,0.00462,3.3919,205.0000,33.8478,7.9851,0.5100
593,225.9865,0.6551,18.4131,0.02888,6.8158,124.4120,23.0203,5.8759,1.8585
594,679.7467,0.2648,9.6910,0.00266,2.0157,183.8476,30.5106,6.7458,0.6179
595,257.1280,0.4607,8.6730,0.00363,0.6647,121.1873,19.3992,7.1563,1.6334
596,565.4896,0.3952,16.1698,0.02467,13.7657,155.1126,31.1266,5.9400,0.7427
597,675.8045,0.8005,11.5187,0.00422,2.3488,186.5445,34.6780,4.7387,0.6215
598,432.5668,0.3389,10.5984,0.01168,4.9066,142.4070,26.6884,6.1765,0.9709
599,534.7046,0.4172,11.0595,0.01825,9.6474,148.3123,30.3787,6.8739,0.7855
600,726.1362,0.0767,15.0687,0.01447,10.6337,183.6775,33.3980,7.9404,0.5784
601,688.2559,0.7145,7.3759,0.00696,5.2058,173.0126,36.0000,4.5993,0.6102
602,878.9144,0.6673,8.1181,0.00433,3.4887,205.0000,36.0000,5.0956,0.4779
603,429.0594,0.3171,10.9085,0.00740,3.2545,146.1978,26.4088,6.5227,0.9789
604,411.6564,0.8079,13.6417,0.00147,0.5137,155.6299,26.8130,5.4499,1.0203
605,208.6383,0.1592,20.9936,0.02960,6.4958,128.1908,18.5324,8.0519,2.0000
606,367.8406,0.4970,20.4074,0.02891,10.5370,141.8911,26.0109,7.0994,1.1418
607,752.5329,0.5474,20.4819,0.01494,11.0812,198.5613,36.0000,5.3007,0.5581
608,795.8623,0.6376,15.9506,0.00569,4.5468,205.0000,36.0000,6.1132,0.5277
609,533.9936,0.8492,19.8318,0.00969,4.9924,177.7458,33.8133,4.0334,0.7865
610,373.7106,0.4810,20.8529,0.02827,11.0395,142.6462,26.0591,6.9486,1.1239
611,345.2188,0.4248,15.5142,0.02626,9.0759,130.9471,24.7549,7.1534,1.2166
612,716.6396,0.8225,7.6756,0.01102,7.0720,173.8239,36.0000,5.3580,0.5861
613,379.1691,0.3652,11.1737,0.02403,8.5853,127.5699,25.2966,7.5694,1.1077
614,342.6293,0.7449,21.6205,0.05313,18.7384,114.7641,27.4493,5.4999,1.2258
615,712.4537,0.7598,9.4370,0.02144,15.7290,185.7105,36.0000,4.4090,0.5895
616,396.6017,0.1294,14.9236,0.05131,20.1369,129.7728,24.0975,7.1854,1.0590
617,753.2721,0.2138,8.8276,0.01124,8.5309,178.6436,35.3084,7.6198,0.5576
618,486.3699,0.3401,14.8006,0.02028,9.9767,148.5680,28.3120,6.1715,0.8635
619,670.3972,0.3042,7.0029,0.00191,1.5666,177.5193,30.5455,7.1358,0.6265
620,920.5847,0.3795,15.6305,0.01104,10.6735,205.0000,36.0000,7.1218,0.4562
621,478.6074,0.4928,16.3557,0.03987,18.5438,141.6049,29.3007,6.0542,0.8775
622,705.1224,0.7519,9.1348,0.00981,7.2681,174.8752,36.0000,4.4420,0.5956
623,246.3936,0.3996,20.3843,0.02663,6.4646,132.5824,21.5886,7.0644,1.7046
624,252.8057,0.5860,17.6601,0.02151,5.1516,130.4396,23.2723,6.3106,1.6614
625,720.0586,0.6455,20.6216,0.02510,18.5567,177.5515,36.0000,5.5346,0.5833
626,243.3171,0.5040,10.0335,0.03027,7.6512,106.7385,22.3316,6.5129,1.7261
627,468.5784,0.8118,14.6462,0.02247,11.5219,142.1603,31.5520,5.7531,0.8963
628,500.4704,0.3781,6.7588,0.00771,3.8480,146.4744,29.0392,7.5233,0.8392
629,443.8456,0.1770,17.0394,0.00846,3.6497,161.0342,25.7313,6.8566,0.9463
630,762.3429,0.2748,16.0188,0.01125,8.2560,196.4296,36.0000,7.4298,0.5509
631,484.8416,0.7819,19.4952,0.00738,3.6767,172.5269,31.8004,5.5742,0.8663
632,744.8611,0.6845,16.3066,0.01826,13.5316,182.8342,36.0000,5.1633,0.5639
633,243.3088,0.3193,19.8727,0.04425,11.2641,120.4352,20.8533,6.9215,1.7262
634,660.0562,0.4967,12.3691,0.00644,4.0320,182.3501,34.7752,6.8086,0.6363
635,906.4741,0.2962,11.5825,0.00393,3.8930,205.0000,36.0000,6.5007,0.4633
636,746.0730,0.1546,20.3534,0.00630,4.9193,205.0000,34.6188,7.6908,0.5629
637,451.9916,0.3301,16.8532,0.03549,16.2815,134.0565,27.2003,6.4734,0.9292
638,780.1627,0.5772,14.1426,0.01601,11.8578,187.0508,36.0000,6.1679,0.5383
639,861.9465,0.4828,11.9781,0.00057,0.4430,205.0000,36.0000,6.8325,0.4873
640,280.8101,0.4869,18.7948,0.00993,2.5421,142.8776,23.3198,5.5549,1.4957
641,268.5790,0.7832,12.5070,0.06252,17.6069,99.3410,25.7781,4.5970,1.5638
642,281.4768,0.6303,12.6227,0.00161,0.5197,133.8482,21.4866,6.1339,1.4921
643,381.1204,0.4583,14.0738,0.02536,9.1200,133.0664,26.0999,6.4892,1.1020
644,572.7947,0.6971,9.1152,0.01689,9.3399,151.4134,33.7608,5.7603,0.7332
645,384.6358,0.1253,21.0295,0.02506,9.2611,148.5858,23.5414,8.0131,1.0919
646,317.0740,0.4133,6.9174,0.01459,4.7009,117.4374,23.8183,6.9031,1.3246
647,680.9155,0.4793,12.8533,0.00339,2.4661,189.9892,32.2620,6.7953,0.6168
648,818.9014,0.4869,13.5023,0.00642,5.4404,205.0000,36.0000,5.6415,0.5129
649,388.8567,0.0782,17.6933,0.01845,7.6269,145.4746,23.2916,7.7510,1.0801
650,241.8630,0.2993,15.6444,0.03381,8.1944,117.6693,20.6500,7.8486,1.7365
651,518.4491,0.3137,6.6002,0.00686,3.2745,150.0839,29.0633,7.5105,0.8101
652,721.3683,0.0974,11.7601,0.00149,1.3475,196.1131,30.4205,8.7177,0.5822
653,534.6836,0.3974,14.0716,0.00175,1.2489,173.4123,27.2194,7.1678,0.7855
654,676.9346,0.1392,19.0898,0.02196,15.0445,175.4399,32.4213,7.5080,0.6204
655,822.2366,0.3232,14.6149,0.00164,0.8411,205.0000,35.2529,7.6070,0.5108
656,735.4398,0.6988,13.4616,0.02367,17.1433,183.4155,36.0000,4.6651,0.5711
657,462.0112,0.4160,9.0965,0.00396,2.2919,149.2719,25.1880,7.1697,0.9091
658,939.6592,0.5057,19.8880,0.00768,7.6700,205.0000,36.0000,6.3837,0.4470
659,598.7312,0.7422,21.6555,0.01614,9.3961,181.7805,34.8993,5.5731,0.7015
660,190.1791,0.3319,6.9129,0.01286,2.1682,103.9652,19.3607,7.1293,2.0000
661,671.4308,0.5389,16.6847,0.01177,7.7173,185.4428,35.4545,6.0272,0.6255
662,806.0072,0.5554,19.3876,0.00829,6.2047,205.0000,36.0000,6.3648,0.5211
663,685.5095,0.6555,9.7707,0.00100,0.5460,188.1208,33.8093,5.0052,0.6127
664,872.8013,0.2641,14.4703,0.00398,3.7746,205.0000,36.0000,6.4909,0.4812
665,259.1484,0.4121,12.7888,0.00341,0.9050,130.0166,19.0713,6.9975,1.6207
666,579.7329,0.2287,19.9816,0.01710,9.8603,174.2268,30.2219,7.0737,0.7245
667,341.3212,0.1094,15.9534,0.03333,11.0844,126.9099,22.1150,8.6926,1.2305
668,298.8720,0.3414,11.3498,0.03120,9.2405,114.4715,22.6971,6.1662,1.4053
669,344.1573,0.5989,21.3188,0.01680,5.3479,151.7594,26.1160,6.2240,1.2204
670,424.8377,0.7164,13.1244,0.01907,7.9145,140.1875,29.4763,5.7778,0.9886
671,739.4375,0.4179,10.1286,0.00617,4.3918,188.5365,36.0000,6.6829,0.5680
672,770.8114,0.7603,16.5372,0.01354,10.4360,194.0443,36.0000,4.9858,0.5449
673,266.2107,0.4467,17.4920,0.01788,5.0425,132.3205,22.5596,7.2345,1.5777
674,634.4886,0.1407,17.1986,0.00020,0.3724,197.1909,28.1606,7.9747,0.6620
675,917.7676,0.4241,11.5757,0.00708,6.2377,205.0000,36.0000,5.8186,0.4576
676,716.1185,0.5808,15.1517,0.00792,5.1662,194.3859,36.0000,5.1607,0.5865
677,551.3914,0.1279,21.1209,0.04052,22.2253,150.1384,28.5648,8.4443,0.7617
678,761.4478,0.0670,15.4380,0.00715,5.5231,201.0300,34.3797,8.3686,0.5516
679,604.7648,0.7178,19.3410,0.01544,8.7231,179.0741,34.8851,4.9184,0.6945
680,475.6737,0.8188,16.6935,0.01171,5.3802,161.2402,31.8203,5.0403,0.8830
681,297.9634,0.3683,17.3874,0.01810,5.8599,135.0549,22.8856,7.0806,1.4096
682,705.2009,0.6647,10.7868,0.01450,10.4375,171.5486,36.0000,5.2340,0.5956
683,645.3133,0.1761,18.7574,0.00906,5.9893,189.8869,31.7685,6.9509,0.6508
684,454.1029,0.1528,9.8389,0.01575,6.9610,139.4467,25.8451,7.8045,0.9249
685,722.7353,0.4551,18.4723,0.00248,2.3771,205.0000,33.3230,7.2725,0.5811
686,729.1660,0.2300,12.1963,0.00227,1.0602,198.8742,31.7148,8.1369,0.5760
687,741.7554,0.5393,7.8282,0.00776,5.4681,181.4554,36.0000,6.2361,0.5662
688,883.7580,0.3101,9.3458,0.00345,3.4910,205.0000,36.0000,7.6804,0.4752
689,869.6594,0.3168,9.5342,0.00802,6.9393,201.1578,36.0000,6.7671,0.4829
690,583.6746,0.8346,13.7969,0.01188,8.1120,165.0581,35.1870,4.0947,0.7196
691,328.3943,0.7065,7.0849,0.00366,1.5935,126.3403,23.5039,5.8950,1.2790
692,509.1013,0.7585,20.1410,0.01254,6.1844,172.0698,32.3410,4.4143,0.8250
693,545.0799,0.6916,19.9210,0.05412,30.1555,160.3388,33.1222,4.3761,0.7705
694,768.8350,0.7742,7.0303,0.00934,7.0192,180.3497,36.0000,5.3203,0.5463
695,491.3021,0.5228,10.4253,0.01385,7.1935,145.8053,29.9217,5.9681,0.8549
696,948.6992,0.4465,6.9163,0.01006,9.1205,205.0000,36.0000,5.9964,0.4427
697,320.6771,0.6927,11.8075,0.02412,8.3088,120.7987,26.1619,4.6907,1.3097
698,279.8951,0.7070,20.6490,0.04517,12.3840,124.9981,25.0573,5.6837,1.5006
699,647.3432,0.3394,20.0431,0.01815,11.3139,181.3056,33.1358,7.2840,0.6488
700,337.0624,0.1698,8.9031,0.00643,2.5493,129.5377,22.4705,6.8867,1.2461
701,598.2307,0.8362,18.8205,0.01585,9.2891,175.7037,35.6362,4.1731,0.7021
702,710.2587,0.6122,20.1336,0.02099,14.6191,183.6706,36.0000,5.3996,0.5913
703,895.6820,0.2894,12.3862,0.02357,20.7791,205.0000,36.0000,7.7419,0.4689
704,585.0227,0.4836,7.3742,0.00519,2.6606,163.1234,32.4197,6.2747,0.7179
705,641.2962,0.2693,21.9803,0.01940,12.4892,182.0749,32.3931,6.8731,0.6549
706,764.8367,0.2380,21.3868,0.00650,4.8621,205.0000,35.8493,6.8808,0.5491
707,221.7556,0.7485,20.4993,0.06342,13.8817,94.7659,24.1201,5.2214,1.8940
708,769.2261,0.5964,7.9036,0.00931,7.2974,181.7176,36.0000,6.0699,0.5460
709,891.3987,0.2030,7.6726,0.00138,1.7574,205.0000,36.0000,6.9768,0.4712
710,720.0348,0.8563,17.4296,0.01574,11.0252,187.0950,36.0000,4.6227,0.5833
711,681.6064,0.4944,17.7808,0.00177,0.8413,204.5080,32.4035,6.2858,0.6162
712,882.0019,0.5715,16.9621,0.00225,1.7910,205.0000,36.0000,6.3253,0.4762
713,632.3503,0.3910,10.5022,0.02492,16.1946,172.3758,33.0983,6.7371,0.6642
714,649.7322,0.2657,20.8045,0.03255,21.1754,163.2760,32.6173,7.6914,0.6464
715,548.0881,0.2836,15.8165,0.01306,7.4034,165.7220,29.7111,6.8571,0.7663
716,212.7716,0.6668,16.0747,0.05488,12.1348,95.9030,22.9743,4.4538,1.9739
717,673.5179,0.2993,10.0763,0.00155,0.8814,186.2564,30.6003,6.9866,0.6236
718,223.4754,0.7649,8.0791,0.02294,5.5545,104.0755,23.8236,5.7113,1.8794
719,809.9651,0.6142,15.2781,0.00827,7.1430,204.3920,36.0000,6.5382,0.5185
720,891.4485,0.2761,16.4617,0.00070,0.1595,205.0000,36.0000,6.6288,0.4711
721,831.0846,0.3041,12.5531,0.01439,11.9919,190.8973,36.0000,7.1829,0.5054
722,874.4719,0.6838,7.4259,0.00008,-0.2012,205.0000,36.0000,5.5615,0.4803
723,664.2676,0.6687,18.3022,0.01198,8.5592,186.0747,36.0000,5.4102,0.6323
724,644.5559,0.8242,14.2975,0.00813,5.3769,181.3087,36.0000,5.2937,0.6516
725,619.1576,0.2478,8.6184,0.01301,7.9640,159.3134,31.5570,7.2576,0.6783
726,583.1159,0.4968,14.7894,0.00999,6.0428,171.7099,32.4681,7.0518,0.7203
727,309.0954,0.8460,6.8708,0.00381,1.5035,123.1724,24.0405,4.7304,1.3588
728,597.3634,0.4940,10.5012,0.00731,4.9051,166.9161,32.8733,5.5250,0.7031
729,794.0112,0.3118,16.4595,0.01456,11.4939,195.0262,36.0000,6.2905,0.5290
730,277.8500,0.1168,9.2221,0.02885,7.9395,109.4991,20.2696,7.7366,1.5116
731,871.2107,0.1374,15.0969,0.00020,0.0574,205.0000,35.2354,8.0232,0.4821
732,253.8516,0.7976,8.1810,0.00439,1.4532,117.8789,21.9962,5.5950,1.6545
733,201.7413,0.7380,15.3040,0.05126,10.8924,98.8270,23.1192,5.0218,2.0000
734,627.8119,0.1179,7.1843,0.00679,3.4827,167.3154,30.7778,8.5187,0.6690
735,510.0298,0.1303,15.5430,0.05120,25.8187,158.0359,27.5041,6.9227,0.8235
736,777.1967,0.1532,7.6153,0.00203,1.8883,194.1790,32.5414,7.3443,0.5404
737,893.1424,0.0782,12.5649,0.00340,3.3711,205.0000,35.4195,8.0089,0.4702
738,700.7355,0.6512,11.2230,0.00393,2.4062,189.5072,34.2318,5.5543,0.5994
739,660.5636,0.3193,14.2192,0.01390,9.4910,174.4868,33.3710,6.5864,0.6358
740,325.4572,0.5893,19.3299,0.03302,9.8842,134.5991,25.4782,6.2500,1.2905
741,882.3053,0.6122,6.5739,0.00355,3.6829,203.7060,36.0000,6.4791,0.4760
742,352.6760,0.7830,8.6271,0.02240,8.3071,118.6054,27.8442,5.4381,1.1909
743,211.1707,0.4165,16.2299,0.05088,10.9328,102.5714,20.8197,7.1077,1.9889
744,459.7786,0.3089,20.7556,0.02400,10.6120,156.2826,27.2644,6.7049,0.9135
745,231.5310,0.6003,7.9792,0.02122,5.7333,104.6705,22.7480,5.6498,1.8140
746,711.7080,0.2822,10.9775,0.01093,7.9460,178.4254,34.6089,7.2571,0.5901
747,612.2112,0.8469,21.0266,0.03336,20.5303,157.9237,36.0000,4.0429,0.6860
748,923.9308,0.7711,11.7257,0.00150,0.8736,205.0000,36.0000,4.3614,0.4546
749,791.9676,0.4412,11.3013,0.01504,11.4959,184.2234,36.0000,6.7447,0.5303
750,714.1293,0.1186,21.6102,0.00587,4.6937,205.0000,33.3731,7.1017,0.5881
751,218.3086,0.2369,15.8804,0.03033,6.5670,118.2358,19.4448,7.0813,1.9239
752,674.3054,0.1988,15.8181,0.01747,11.5546,175.5254,32.8195,6.7651,0.6229
753,575.2245,0.2751,18.1577,0.03225,18.7647,152.6190,30.4572,6.4447,0.7301
754,646.3339,0.4323,19.3600,0.02507,16.3121,168.6554,33.8485,6.6705,0.6498
755,405.2593,0.7007,20.2448,0.03443,14.5887,138.2321,28.7636,4.9788,1.0364
756,532.2948,0.6371,12.2053,0.00920,4.3976,162.0213,32.0655,5.6081,0.7890
757,579.5267,0.8123,8.0927,0.00080,-0.2313,170.2420,31.8846,4.1882,0.7247
758,855.4011,0.2724,14.8385,0.02423,20.3089,205.0000,36.0000,6.4558,0.4910
759,372.4539,0.5084,15.4676,0.02168,8.5369,136.1157,26.2410,5.4646,1.1277
760,207.9794,0.8129,12.8607,0.01193,2.7430,118.4559,23.7422,5.5090,2.0000
761,228.2706,0.5955,8.7063,0.00663,1.8418,114.3427,22.6120,6.5753,1.8399
762,771.4010,0.1307,9.7787,0.01167,9.8310,180.8252,35.1879,7.4540,0.5445
763,352.8172,0.1769,11.3480,0.00990,3.4298,135.3427,22.9997,8.3699,1.1904
764,613.7999,0.2152,18.1021,0.04482,27.8572,178.5313,31.1358,7.5821,0.6843
765,806.1249,0.2059,18.3884,0.00587,4.5880,205.0000,36.0000,8.1436,0.5210
766,693.7515,0.2880,12.0871,0.00455,2.7403,189.6256,31.1167,6.6985,0.6054
767,918.0692,0.2084,18.0866,0.00989,9.1048,205.0000,36.0000,7.9411,0.4575
768,805.6156,0.8280,16.1444,0.00138,1.4176,205.0000,36.0000,5.3451,0.5213
769,723.0122,0.5137,9.5151,0.00355,2.6936,188.4592,33.7997,5.5618,0.5809
770,624.2878,0.1915,8.4569,0.00785,4.4678,167.4191,31.2603,7.3895,0.6728
771,656.0808,0.1474,15.0050,0.01589,10.3899,173.5653,31.8616,7.7269,0.6402
772,924.1777,0.4791,15.2442,0.00760,6.9716,205.0000,36.0000,6.4590,0.4545
773,192.9464,0.4648,16.6139,0.01268,3.2994,123.2337,20.5065,6.5206,2.0000
774,833.9177,0.4115,12.4992,0.00798,6.3068,203.7109,36.0000,6.7874,0.5036
775,680.5479,0.3830,12.3964,0.01450,9.2789,173.9407,34.4803,6.3964,0.6171
776,353.6599,0.0678,13.4633,0.03225,11.4465,122.4860,22.1526,8.5939,1.1876
777,358.6159,0.6791,10.3727,0.00446,1.4700,138.3782,24.1914,5.9854,1.1712
778,204.4287,0.1474,8.1356,0.00549,1.2085,110.9041,18.3118,6.9810,2.0000
779,207.8249,0.7079,19.9387,0.04704,10.3444,115.2809,22.9510,5.8446,2.0000
780,564.2427,0.1126,18.8244,0.01308,7.7281,174.0483,28.8281,7.1271,0.7444
781,195.7667,0.3335,12.4511,0.01444,2.7827,115.6355,19.5413,7.7488,2.0000
782,586.0068,0.5263,10.4005,0.00208,1.0892,173.3859,29.7909,6.6106,0.7167
783,920.1216,0.5109,14.6161,0.01652,15.5929,205.0000,36.0000,5.9687,0.4565
784,493.8860,0.7052,11.8113,0.01856,9.1387,144.9626,31.4582,4.6381,0.8504
785,399.6214,0.6214,21.5975,0.06671,26.8152,115.1435,28.5243,5.3949,1.0510
786,279.8070,0.2515,20.0689,0.01223,3.8446,142.6645,21.4063,6.9050,1.5010
787,920.8347,0.1693,13.8969,0.00562,5.2910,205.0000,36.0000,8.2308,0.4561
788,348.8060,0.3297,7.0176,0.00761,2.5931,127.0548,24.1019,7.2350,1.2041
789,610.2128,0.2137,16.2939,0.02927,17.5066,159.2000,31.0157,8.2484,0.6883
790,619.4863,0.5530,16.8866,0.00226,1.3821,192.0328,31.0087,6.4736,0.6780
791,598.5199,0.1204,19.4931,0.01171,6.8963,182.4910,29.9190,8.2925,0.7017
792,401.6277,0.4076,13.0220,0.04537,18.5582,137.0634,26.3194,6.0909,1.0457
793,772.7337,0.4759,6.5079,0.00463,3.9979,186.4320,34.9894,6.5387,0.5435
794,251.0212,0.6336,10.9536,0.05373,13.7032,100.1421,23.8268,4.6958,1.6732
795,888.4400,0.3828,18.9808,0.01096,9.9628,205.0000,36.0000,6.1921,0.4727
796,821.3444,0.7497,19.8626,0.00699,5.7414,205.0000,36.0000,4.5291,0.5114
797,282.1479,0.4643,8.9730,0.04757,12.5089,112.5831,23.2460,7.1162,1.4886
798,476.7229,0.6838,14.5649,0.03281,15.8237,139.2777,30.7717,6.0521,0.8810
799,252.7108,0.4694,19.0730,0.01028,2.4591,139.4572,22.3361,7.0564,1.6620
800,624.3098,0.7378,14.9763,0.02792,17.4921,164.1812,35.6320,6.0522,0.6727
801,495.5184,0.7669,21.9900,0.01075,5.3475,175.9412,32.0009,4.3789,0.8476
802,687.1195,0.1120,20.1883,0.02668,18.0159,172.8473,32.5092,7.3888,0.6112
803,445.9847,0.5789,11.7538,0.00905,3.4618,150.1401,29.0109,6.7119,0.9417
804,618.5144,0.7026,8.7277,0.00217,1.0217,174.7305,32.1764,5.4368,0.6790
805,309.5840,0.6886,7.6440,0.03569,10.8302,118.4472,25.7965,6.1361,1.3567
806,592.9730,0.1094,12.9768,0.00245,1.2181,179.8150,26.6645,7.1405,0.7083
807,519.1465,0.5696,16.4074,0.01113,5.2725,167.3688,31.1309,6.7206,0.8090
808,924.0907,0.1413,10.1263,0.00515,5.1093,205.0000,36.0000,8.3327,0.4545
809,674.9468,0.3279,8.2497,0.00366,2.6569,178.5462,30.8715,6.5803,0.6223
810,333.0495,0.2605,11.3359,0.02639,9.6313,118.7075,23.0758,6.5057,1.2611
811,512.6992,0.1831,11.9131,0.00794,4.1457,158.9932,27.8462,6.8308,0.8192
812,587.2024,0.2756,17.9200,0.01514,9.6424,171.2909,30.8206,7.5472,0.7153
813,908.0935,0.3005,15.8009,0.01858,17.1247,204.1265,36.0000,6.9005,0.4625
814,799.9359,0.5426,10.3958,0.00799,6.4914,193.5801,36.0000,5.8393,0.5250
815,471.9111,0.3827,10.6445,0.00036,0.0955,158.9945,25.2193,6.5470,0.8900
816,294.2033,0.1614,16.0083,0.02009,5.8919,131.3865,21.1171,7.0408,1.4276
817,193.2649,0.3103,20.7187,0.04235,8.2101,121.5086,19.2806,6.8108,2.0000
818,466.7714,0.7978,21.8826,0.00178,0.4234,182.2260,28.3854,5.1904,0.8998
819,345.6703,0.7348,12.6421,0.02471,8.6728,125.5829,27.2484,4.7469,1.2150
820,749.8487,0.5997,9.4207,0.01521,11.5064,182.0658,36.0000,6.1641,0.5601
821,921.5789,0.6614,8.8597,0.00488,4.6627,205.0000,36.0000,5.5946,0.4557
822,487.9580,0.7327,20.1104,0.04551,21.8562,141.5395,31.5131,5.8501,0.8607
823,316.6350,0.3889,7.9539,0.03790,12.5351,122.5739,23.6105,6.3169,1.3264
824,767.2988,0.5292,19.3847,0.00794,6.2714,205.0000,36.0000,5.5737,0.5474
825,202.9189,0.5963,21.7545,0.03646,7.3783,127.0655,21.8581,6.5231,2.0000
826,900.9164,0.6830,21.9267,0.01577,14.2978,205.0000,36.0000,4.7312,0.4662
827,428.7195,0.0726,20.3007,0.01928,7.9869,156.3983,24.4420,8.7317,0.9797
828,797.3593,0.6442,12.2944,0.01038,8.6082,192.7135,36.0000,5.1684,0.5267
829,428.6765,0.7096,17.9712,0.00139,0.0636,168.6983,26.5372,6.1319,0.9798
830,408.6509,0.3413,8.0116,0.00390,1.3589,140.9335,22.9898,7.6207,1.0278
831,546.5477,0.7541,21.1370,0.03711,20.7630,147.8048,33.4291,5.1680,0.7685
832,942.5384,0.8167,9.2897,0.00072,1.4824,205.0000,36.0000,5.2386,0.4456
833,806.1807,0.2548,16.6042,0.02146,17.5013,187.9008,36.0000,7.8362,0.5210
834,646.5335,0.2160,17.8379,0.02511,16.2612,165.4488,32.1239,6.6928,0.6496
835,918.6109,0.8057,18.9648,0.00123,0.9269,205.0000,36.0000,4.5429,0.4572
836,347.5323,0.5939,7.0669,0.00158,0.5881,131.3832,23.1771,6.6054,1.2085
837,623.3476,0.5844,17.8085,0.01370,8.3099,179.3992,34.3754,5.8082,0.6738
838,339.7734,0.2221,10.3430,0.01196,3.8659,130.2158,22.9702,6.8448,1.2361
839,918.3366,0.4044,9.6831,0.01206,11.0111,205.0000,36.0000,6.1813,0.4573
840,574.8575,0.1462,12.5286,0.02020,11.6868,153.0807,29.4157,7.4908,0.7306
841,264.4651,0.4666,14.5566,0.00691,2.0935,132.0886,22.6670,6.5629,1.5881
842,422.2959,0.1312,8.3575,0.00198,0.8011,144.9685,21.7182,7.4057,0.9946
843,518.7946,0.2451,9.7598,0.00765,3.5904,156.3920,28.5245,7.2471,0.8096
844,607.6287,0.3640,18.3057,0.02461,15.7525,161.7615,32.1412,6.3755,0.6912
845,678.2339,0.7245,15.2594,0.01020,6.9432,185.0306,36.0000,5.0361,0.6193
846,586.4074,0.5002,7.9321,0.00329,1.8099,166.4299,29.5937,6.0104,0.7162
847,203.0262,0.7772,8.0099,0.04778,10.1212,97.3726,23.3806,4.2930,2.0000
848,513.4966,0.7152,15.4209,0.00709,3.5582,168.1224,32.1268,4.5960,0.8179
849,665.2458,0.0604,14.6234,0.01092,7.3474,180.7939,31.4402,8.3802,0.6313
850,612.9721,0.8052,17.8545,0.02415,14.6577,163.9789,35.8310,4.4941,0.6852
851,295.9710,0.5862,14.8736,0.07170,21.2190,97.1869,25.2629,4.7641,1.4191
852,834.8114,0.8456,8.5642,0.01132,9.6095,192.5214,36.0000,4.0484,0.5031
853,570.3845,0.8130,12.6372,0.00676,3.4754,170.7137,34.6157,4.4921,0.7363
854,608.6298,0.8328,17.0926,0.01561,9.7545,172.4382,35.9213,4.1022,0.6901
855,387.0722,0.6489,8.4943,0.00232,0.7435,140.1126,24.8032,5.2284,1.0851
856,677.7724,0.0762,11.9517,0.00685,4.3544,183.3800,31.9429,7.2799,0.6197
857,377.6177,0.3929,17.5268,0.06251,24.0822,118.9088,25.9268,5.9353,1.1122
858,595.1219,0.3439,16.3669,0.01172,6.6778,175.5843,31.6050,7.6745,0.7057
859,926.6980,0.6022,12.5493,0.00382,3.5113,205.0000,36.0000,5.2881,0.4532
860,400.6006,0.2332,18.5669,0.00324,1.2370,163.2158,21.8838,7.2986,1.0484
861,719.2676,0.2976,21.0939,0.01154,8.3680,200.8870,34.9591,6.3499,0.5839
862,694.3463,0.7491,8.5567,0.00784,5.7233,175.3855,36.0000,5.9688,0.6049
863,336.1084,0.8147,12.7902,0.03693,12.6503,115.7239,27.6011,4.1781,1.2496
864,901.5951,0.1610,17.6828,0.00090,1.0123,205.0000,36.0000,6.9240,0.4658
865,772.1738,0.1418,12.6519,0.00437,3.3026,201.3944,32.2994,7.6842,0.5439
866,559.2728,0.3770,18.0791,0.02469,13.8674,158.1567,30.7940,7.2522,0.7510
867,424.6086,0.3485,7.8866,0.00962,4.1204,136.9770,26.5261,6.4731,0.9891
868,859.8910,0.8041,14.7930,0.00035,-0.1731,205.0000,36.0000,5.6203,0.4884
869,929.2892,0.3725,19.7755,0.01063,9.8117,205.0000,36.0000,7.0759,0.4520
870,323.9501,0.7386,13.4177,0.00492,2.0004,138.7107,23.6270,5.0575,1.2965
871,852.4665,0.1278,17.3313,0.00507,3.9356,205.0000,36.0000,7.5998,0.4927
872,310.7043,0.0777,9.4316,0.00863,3.0543,125.6357,20.9425,7.2738,1.3518
873,349.4651,0.2183,8.6100,0.00151,0.8215,134.5547,20.2300,7.2576,1.2018
874,557.1089,0.3068,8.9845,0.00718,3.5256,160.5760,30.1680,7.2046,0.7539
875,452.1591,0.2772,21.7189,0.00802,2.9785,174.0528,26.7828,7.0906,0.9289
876,856.4989,0.1964,7.4679,0.00568,4.6060,199.7709,36.0000,7.8898,0.4904
877,421.2622,0.7195,6.5391,0.00364,1.3517,139.6014,26.3940,5.4451,0.9970
878,364.2892,0.1451,19.9943,0.00042,0.5331,162.4581,20.0899,8.1023,1.1529
879,410.9486,0.1447,19.5425,0.03134,13.0970,140.8224,24.4858,8.0985,1.0220
880,644.9145,0.6170,20.6125,0.03445,22.7788,166.5030,35.2837,5.6254,0.6512
881,306.4688,0.0709,20.4128,0.01222,3.1530,148.9420,20.7611,8.6266,1.3704
882,351.2129,0.6796,15.6525,0.02546,9.2785,131.7048,26.9731,5.6558,1.1959
883,927.5260,0.5387,9.3414,0.00007,-0.2387,205.0000,36.0000,5.3375,0.4528
884,914.2401,0.4466,20.3714,0.00948,9.1081,205.0000,36.0000,6.7195,0.4594
885,811.1697,0.7322,15.9371,0.01086,8.4645,203.1151,36.0000,4.7975,0.5178
886,204.8997,0.7002,18.2768,0.00061,-0.3769,136.7730,19.7490,5.7461,2.0000
